Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region
JO-15280;Jas O'Carroll;Individual Customer;United States;Los Angeles;California;90004;West
TB-21520;Tracy Blumstein;Individual Customer;United States;Portland;Oregon;97206;West
AH-10195;Alan Haines;Business Customer;United States;Tamarac;Florida;33319;South
NZ-18565;Nick Zandusky;Home Office;United States;Columbus;Ohio;43229;East
KL-16555;Kelly Lampkin;Business Customer;United States;Colorado Springs;Colorado;80906;West
JD-15895;Jonathan Doherty;Business Customer;United States;Belleville;New Jersey;7109;East
JH-15910;Jonathan Howell;Individual Customer;United States;Chicago;Illinois;60623;Central
AS-10225;Alan Schoenberger;Business Customer;United States;New York City;New York;10024;East
KB-16600;Ken Brennan;Business Customer;United States;Taylor;Michigan;48180;Central
CR-12625;Corey Roper;Home Office;United States;Lakewood;New Jersey;8701;East
SH-20395;Shahid Hopkins;Individual Customer;United States;Arlington;Virginia;22204;South
BP-11185;Ben Peterman;Business Customer;United States;Arvada;Colorado;80004;West
TS-21205;Thomas Seio;Business Customer;United States;Hackensack;New Jersey;7601;East
AG-10525;Andy Gerbode;Business Customer;United States;Saint Petersburg;Florida;33710;South
SP-20860;Sung Pak;Business Customer;United States;Philadelphia;Pennsylvania;19143;East
NM-18445;Nathan Mautz;Home Office;United States;New York City;New York;10024;East
FA-14230;Frank Atkinson;Business Customer;United States;Long Beach;California;90805;West
GK-14620;Grace Kelly;Business Customer;United States;Hesperia;California;92345;West
DJ-13510;Don Jones;Business Customer;United States;Murfreesboro;Tennessee;37130;South
PO-18850;Patrick O'Brill;Individual Customer;United States;Philadelphia;Pennsylvania;19143;East
JL-15850;John Lucas;Individual Customer;United States;Philadelphia;Pennsylvania;19134;East
DB-13615;Doug Bickford;Individual Customer;United States;Los Angeles;California;90045;West
AC-10420;Alyssa Crouse;Business Customer;United States;San Francisco;California;94122;West
KL-16645;Ken Lonsdale;Individual Customer;United States;Layton;Utah;84041;West
CS-12130;Chad Sievert;Individual Customer;United States;Austin;Texas;78745;Central
CC-12550;Clay Cheatham;Individual Customer;United States;San Francisco;California;94122;West
TD-20995;Tamara Dahlen;Individual Customer;United States;Lowell;Massachusetts;1852;East
AB-10060;Adam Bellavance;Home Office;United States;New York City;New York;10009;East
JL-15505;Jeremy Lonsdale;Individual Customer;United States;New York City;New York;10035;East
HK-14890;Heather Kirkland;Business Customer;United States;Charlotte;North Carolina;28205;South
VB-21745;Victoria Brennan;Business Customer;United States;Columbus;Georgia;31907;South
KW-16435;Katrina Willman;Individual Customer;United States;New York City;New York;10009;East
JD-16060;Julia Dunbar;Individual Customer;United States;San Francisco;California;94109;West
MK-17905;Michael Kennedy;Business Customer;United States;Manchester;Connecticut;6040;East
GT-14755;Guy Thornton;Individual Customer;United States;Harlingen;Texas;78550;Central
AG-10900;Arthur Gainer;Individual Customer;United States;Tucson;Arizona;85705;West
MM-18280;Muhammed MacIntyre;Business Customer;United States;Quincy;Illinois;62301;Central
AR-10405;Allen Rosenblatt;Business Customer;United States;Franklin;Massachusetts;2038;East
RA-19915;Russell Applegate;Individual Customer;United States;Houston;Texas;77095;Central
AS-10285;Alejandro Savely;Business Customer;United States;San Francisco;California;94109;West
LA-16780;Laura Armstrong;Business Customer;United States;Taylor;Michigan;48180;Central
DO-13435;Denny Ordway;Individual Customer;United States;Pembroke Pines;Florida;33024;South
DK-13225;Dean Katz;Business Customer;United States;Philadelphia;Pennsylvania;19140;East
NG-18430;Nathan Gelder;Individual Customer;United States;Cincinnati;Ohio;45231;East
MV-18190;Mike Vittorini;Individual Customer;United States;New York City;New York;10009;East
JG-15115;Jack Garza;Individual Customer;United States;Des Moines;Washington;98198;West
BP-11095;Bart Pistole;Business Customer;United States;Peoria;Illinois;61604;Central
VP-21730;Victor Preis;Home Office;United States;Las Vegas;Nevada;89115;West
SS-20140;Saphhira Shifley;Business Customer;United States;Warwick;Rhode Island;2886;East
HP-14815;Harold Pawlan;Home Office;United States;Jackson;Michigan;49201;Central
AG-10675;Anna Gayman;Individual Customer;United States;Houston;Texas;77036;Central
LF-17185;Luke Foster;Individual Customer;United States;Miami;Florida;33180;South
SP-20650;Stephanie Phelps;Business Customer;United States;Wilmington;North Carolina;28403;South
RF-19840;Roy Französisch;Individual Customer;United States;New York City;New York;10024;East
KH-16510;Keith Herrera;Individual Customer;United States;San Francisco;California;94110;West
KC-16675;Kimberly Carter;Business Customer;United States;Seattle;Washington;98105;West
CJ-12010;Caroline Jumper;Individual Customer;United States;Huntington Beach;California;92646;West
PB-19150;Philip Brown;Individual Customer;United States;Los Angeles;California;90004;West
VB-21745;Victoria Brennan;Business Customer;United States;Richmond;Kentucky;40475;South
SP-20860;Sung Pak;Business Customer;United States;Los Angeles;California;90045;West
JE-15745;Joel Eaton;Individual Customer;United States;Louisville;Colorado;80027;West
MP-17965;Michael Paige;Business Customer;United States;Lawrence;Massachusetts;1841;East
NF-18385;Natalie Fritzler;Individual Customer;United States;Jackson;Mississippi;39212;South
JM-15265;Janet Molinari;Business Customer;United States;Canton;Michigan;48187;Central
SD-20485;Shirley Daniels;Home Office;United States;New Rochelle;New York;10801;East
KH-16630;Ken Heidel;Business Customer;United States;San Antonio;Texas;78207;Central
RB-19795;Ross Baird;Home Office;United States;Gastonia;North Carolina;28052;South
DB-13060;Dave Brooks;Individual Customer;United States;Lowell;Massachusetts;1852;East
MK-18160;Mike Kennedy;Individual Customer;United States;Jacksonville;Florida;32216;South
PO-19180;Philisse Overcash;Home Office;United States;Chicago;Illinois;60623;Central
BB-11545;Brenda Bowman;Business Customer;United States;Houston;Texas;77070;Central
CV-12805;Cynthia Voltz;Business Customer;United States;New York City;New York;10024;East
PK-19075;Pete Kriz;Individual Customer;United States;Detroit;Michigan;48227;Central
TB-21595;Troy Blackwell;Individual Customer;United States;Columbus;Indiana;47201;Central
RB-19360;Raymond Buch;Individual Customer;United States;Auburn;New York;13021;East
EB-13705;Ed Braxton;Business Customer;United States;Akron;Ohio;44312;East
KH-16630;Ken Heidel;Business Customer;United States;Norman;Oklahoma;73071;Central
SC-20095;Sanjit Chand;Individual Customer;United States;Concord;California;94521;West
NF-18385;Natalie Fritzler;Individual Customer;United States;Decatur;Illinois;62521;Central
JH-15985;Joseph Holt;Individual Customer;United States;Seattle;Washington;98115;West
TN-21040;Tanja Norvell;Home Office;United States;Phoenix;Arizona;85023;West
JS-15940;Joni Sundaresam;Home Office;United States;Park Ridge;Illinois;60068;Central
DS-13180;David Smith;Business Customer;United States;Amarillo;Texas;79109;Central
CC-12670;Craig Carreira;Individual Customer;United States;Chicago;Illinois;60610;Central
MH-17785;Maya Herman;Business Customer;United States;Lindenhurst;New York;11757;East
JP-15520;Jeremy Pistek;Individual Customer;United States;San Francisco;California;94110;West
KH-16690;Kristen Hastings;Business Customer;United States;Los Angeles;California;90008;West
JE-15475;Jeremy Ellison;Individual Customer;United States;Troy;New York;12180;East
JG-15805;John Grady;Business Customer;United States;New York City;New York;10024;East
XP-21865;Xylona Preis;Individual Customer;United States;San Diego;California;92024;West
EM-14065;Erin Mull;Individual Customer;United States;New York City;New York;10024;East
MT-18070;Michelle Tran;Home Office;United States;Los Angeles;California;90045;West
SA-20830;Sue Ann Reed;Individual Customer;United States;Chicago;Illinois;60610;Central
CW-11905;Carl Weiss;Home Office;United States;Huntsville;Texas;77340;Central
AJ-10960;Astrea Jones;Individual Customer;United States;Rochester;New York;14609;East
SS-20590;Sonia Sunley;Individual Customer;United States;Seattle;Washington;98115;West
RO-19780;Rose O'Brian;Individual Customer;United States;Memphis;Tennessee;38109;South
MD-17350;Maribeth Dona;Individual Customer;United States;Fayetteville;Arkansas;72701;South
SC-20095;Sanjit Chand;Individual Customer;United States;Costa Mesa;California;92627;West
MY-17380;Maribeth Yedwab;Business Customer;United States;Parker;Colorado;80134;West
EB-13705;Ed Braxton;Business Customer;United States;New York City;New York;10024;East
CM-12385;Christopher Martinez;Individual Customer;United States;Atlanta;Georgia;30318;South
LS-17245;Lynn Smith;Individual Customer;United States;Gladstone;Missouri;64118;Central
LF-17185;Luke Foster;Individual Customer;United States;Newark;Ohio;43055;East
BN-11515;Bradley Nguyen;Individual Customer;United States;Los Angeles;California;90049;West
AD-10180;Alan Dominguez;Home Office;United States;Great Falls;Montana;59405;West
DB-13210;Dean Braden;Individual Customer;United States;Houston;Texas;77041;Central
MC-17605;Matt Connell;Business Customer;United States;Detroit;Michigan;48234;Central
LH-17155;Logan Haushalter;Individual Customer;United States;Los Angeles;California;90032;West
BD-11605;Brian Dahlen;Individual Customer;United States;Lawrence;Massachusetts;1841;East
PH-18790;Patricia Hirasaki;Home Office;United States;Lakeland;Florida;33801;South
MG-18145;Mike Gockenbach;Individual Customer;United States;Philadelphia;Pennsylvania;19134;East
KB-16240;Karen Bern;Business Customer;United States;Los Angeles;California;90036;West
JC-15340;Jasper Cacioppo;Individual Customer;United States;Los Angeles;California;90032;West
RL-19615;Rob Lucas;Individual Customer;United States;Montgomery;Alabama;36116;South
AA-10375;Allen Armold;Individual Customer;United States;Mesa;Arizona;85204;West
EP-13915;Emily Phan;Individual Customer;United States;Chicago;Illinois;60653;Central
MP-17470;Mark Packer;Home Office;United States;New York City;New York;10009;East
DK-12985;Darren Koutras;Individual Customer;United States;Henderson;Kentucky;42420;South
BD-11500;Bradley Drucker;Individual Customer;United States;Green Bay;Wisconsin;54302;Central
ES-14080;Erin Smith;Business Customer;United States;Tucson;Arizona;85705;West
LM-17065;Liz MacKendrick;Individual Customer;United States;Springfield;Ohio;45503;East
PG-18895;Paul Gonzalez;Individual Customer;United States;Fort Worth;Texas;76106;Central
AS-10135;Adrian Shami;Home Office;United States;New York City;New York;10035;East
DK-13225;Dean Katz;Business Customer;United States;Chicago;Illinois;60653;Central
BD-11320;Bill Donatelli;Individual Customer;United States;San Francisco;California;94110;West
RC-19960;Ryan Crowe;Individual Customer;United States;Jacksonville;Florida;32216;South
GT-14710;Greg Tran;Individual Customer;United States;Houston;Texas;77070;Central
DK-13225;Dean Katz;Business Customer;United States;Anaheim;California;92804;West
AJ-10945;Ashley Jarboe;Individual Customer;United States;Wilmington;North Carolina;28403;South
OT-18730;Olvera Toch;Individual Customer;United States;Los Angeles;California;90045;West
LP-17080;Liz Pelletier;Individual Customer;United States;San Francisco;California;94110;West
CA-12775;Cynthia Arntzen;Individual Customer;United States;Tampa;Florida;33614;South
JF-15490;Jeremy Farry;Individual Customer;United States;Seattle;Washington;98105;West
FP-14320;Frank Preis;Individual Customer;United States;Los Angeles;California;90008;West
EB-13840;Ellis Ballard;Business Customer;United States;Seattle;Washington;98105;West
JF-15415;Jennifer Ferguson;Individual Customer;United States;New York City;New York;10024;East
SF-20200;Sarah Foster;Individual Customer;United States;Marysville;Washington;98270;West
TG-21640;Trudy Glocke;Individual Customer;United States;Long Beach;California;90805;West
CS-11950;Carlos Soltero;Individual Customer;United States;Chicago;Illinois;60610;Central
CC-12145;Charles Crestani;Individual Customer;United States;Los Angeles;California;90004;West
DV-13465;Dianna Vittorini;Individual Customer;United States;Denver;Colorado;80219;West
BD-11725;Bruce Degenhardt;Individual Customer;United States;Richmond;Kentucky;40475;South
ZC-21910;Zuschuss Carroll;Individual Customer;United States;Salem;Oregon;97301;West
MS-17830;Melanie Seite;Individual Customer;United States;Laredo;Texas;78041;Central
LR-16915;Lena Radford;Individual Customer;United States;San Diego;California;92024;West
TP-21130;Theone Pippenger;Individual Customer;United States;Philadelphia;Pennsylvania;19134;East
CK-12205;Chloris Kastensmidt;Individual Customer;United States;Philadelphia;Pennsylvania;19120;East
AS-10240;Alan Shonely;Individual Customer;United States;Tampa;Florida;33614;South
AR-10510;Andrew Roberts;Individual Customer;United States;Philadelphia;Pennsylvania;19134;East
NB-18655;Nona Balk;Business Customer;United States;Dallas;Texas;75217;Central
GD-14590;Giulietta Dortch;Business Customer;United States;Philadelphia;Pennsylvania;19143;East
CK-12595;Clytie Kelty;Individual Customer;United States;Grove City;Ohio;43123;East
NG-18355;Nat Gilpin;Business Customer;United States;New York City;New York;10011;East
CA-12265;Christina Anderson;Individual Customer;United States;Chicago;Illinois;60610;Central
SF-20965;Sylvia Foulston;Business Customer;United States;Dearborn;Michigan;48126;Central
MO-17800;Meg O'Connel;Home Office;United States;New York City;New York;10009;East
AT-10735;Annie Thurman;Individual Customer;United States;Seattle;Washington;98115;West
LC-17140;Logan Currie;Individual Customer;United States;San Francisco;California;94122;West
FM-14380;Fred McMath;Individual Customer;United States;Aurora;Colorado;80013;West
BD-11605;Brian Dahlen;Individual Customer;United States;Miami;Florida;33180;South
DJ-13420;Denny Joy;Business Customer;United States;Warner Robins;Georgia;31088;South
ME-17725;Max Engle;Individual Customer;United States;Aurora;Colorado;80013;West
RB-19465;Rick Bensley;Home Office;United States;Vallejo;California;94591;West
JD-16150;Justin Deggeller;Business Customer;United States;Minneapolis;Minnesota;55407;Central
JL-15835;John Lee;Individual Customer;United States;Mission Viejo;California;92691;West
SC-20305;Sean Christensen;Individual Customer;United States;Rochester Hills;Michigan;48307;Central
TW-21025;Tamara Willingham;Home Office;United States;Plainfield;New Jersey;7060;East
CC-12430;Chuck Clark;Home Office;United States;Columbus;Indiana;47201;Central
BB-10990;Barry Blumstein;Business Customer;United States;Sierra Vista;Arizona;85635;West
AR-10825;Anthony Rawles;Business Customer;United States;Vancouver;Washington;98661;West
SR-20740;Steven Roelle;Home Office;United States;New York City;New York;10024;East
AR-10405;Allen Rosenblatt;Business Customer;United States;New York City;New York;10035;East
CR-12730;Craig Reiter;Individual Customer;United States;Columbus;Ohio;43229;East
EH-14125;Eugene Hildebrand;Home Office;United States;Aurora;Illinois;60505;Central
CB-12025;Cassandra Brandow;Individual Customer;United States;Arlington;Texas;76017;Central
SP-20545;Sibella Parks;Business Customer;United States;New York City;New York;10011;East
RC-19825;Roy Collins;Individual Customer;United States;Louisville;Kentucky;40214;South
TH-21235;Tiffany House;Business Customer;United States;Dallas;Texas;75081;Central
RP-19390;Resi Pölking;Individual Customer;United States;Cleveland;Ohio;44105;East
MO-17800;Meg O'Connel;Home Office;United States;Chicago;Illinois;60653;Central
TD-20995;Tamara Dahlen;Individual Customer;United States;Quincy;Illinois;62301;Central
RB-19570;Rob Beeghly;Individual Customer;United States;Columbus;Indiana;47201;Central
CD-11980;Carol Darley;Individual Customer;United States;Tyler;Texas;75701;Central
DJ-13630;Doug Jacobs;Individual Customer;United States;New York City;New York;10024;East
GT-14635;Grant Thornton;Business Customer;United States;Burlington;North Carolina;27217;South
MC-17845;Michael Chen;Individual Customer;United States;Jackson;Mississippi;39212;South
RA-19285;Ralph Arnett;Individual Customer;United States;New York City;New York;10035;East
NP-18325;Naresj Patel;Individual Customer;United States;Waynesboro;Virginia;22980;South
AB-10165;Alan Barnes;Individual Customer;United States;Los Angeles;California;90036;West
JO-15550;Jesus Ocampo;Home Office;United States;Chester;Pennsylvania;19013;East
Dl-13600;Dorris liebe;Business Customer;United States;Cleveland;Ohio;44105;East
AS-10285;Alejandro Savely;Business Customer;United States;Seattle;Washington;98103;West
JK-15370;Jay Kimmel;Individual Customer;United States;Long Beach;California;90805;West
BN-11470;Brad Norvell;Business Customer;United States;Cary;North Carolina;27511;South
DP-13165;David Philippe;Individual Customer;United States;New York City;New York;10035;East
TH-21550;Tracy Hopkins;Home Office;United States;New York City;New York;10035;East
AP-10915;Arthur Prichep;Individual Customer;United States;Palm Coast;Florida;32137;South
RS-19765;Roland Schwarz;Business Customer;United States;Mount Vernon;New York;10550;East
Dl-13600;Dorris liebe;Business Customer;United States;Seattle;Washington;98105;West
SV-20365;Seth Vernon;Individual Customer;United States;Dover;Delaware;19901;East
KC-16540;Kelly Collister;Individual Customer;United States;Newark;Ohio;43055;East
CK-12325;Christine Kargatis;Home Office;United States;Orem;Utah;84057;West
RD-19810;Ross DeVincentis;Home Office;United States;Los Angeles;California;90045;West
MP-17965;Michael Paige;Business Customer;United States;Detroit;Michigan;48205;Central
MR-17545;Mathew Reese;Home Office;United States;Philadelphia;Pennsylvania;19140;East
SC-20695;Steve Chapman;Business Customer;United States;Hialeah;Florida;33012;South
JF-15355;Jay Fein;Individual Customer;United States;Austin;Texas;78745;Central
EG-13900;Emily Grady;Individual Customer;United States;Oceanside;New York;11572;East
DS-13030;Darrin Sayre;Home Office;United States;Seattle;Washington;98115;West
GZ-14470;Gary Zandusky;Individual Customer;United States;San Francisco;California;94110;West
PO-19195;Phillina Ober;Home Office;United States;Naperville;Illinois;60540;Central
SS-20875;Sung Shariari;Individual Customer;United States;Dallas;Texas;75220;Central
MH-17785;Maya Herman;Business Customer;United States;San Diego;California;92105;West
PB-19105;Peter Bühler;Individual Customer;United States;Evanston;Illinois;60201;Central
RF-19735;Roland Fjeld;Individual Customer;United States;Trenton;Michigan;48183;Central
YC-21895;Yoseph Carroll;Business Customer;United States;San Francisco;California;94110;West
MS-17830;Melanie Seite;Individual Customer;United States;Los Angeles;California;90036;West
NB-18655;Nona Balk;Business Customer;United States;Jacksonville;Florida;32216;South
DC-13285;Debra Catini;Individual Customer;United States;Cottage Grove;Minnesota;55016;Central
CP-12340;Christine Phan;Business Customer;United States;New York City;New York;10009;East
BF-11020;Barry Französisch;Business Customer;United States;Green Bay;Wisconsin;54302;Central
AR-10510;Andrew Roberts;Individual Customer;United States;Los Angeles;California;90004;West
JC-16105;Julie Creighton;Business Customer;United States;Atlanta;Georgia;30318;South
LH-17020;Lisa Hazard;Individual Customer;United States;Columbus;Ohio;43229;East
